LeSean McCoy, BUF, RB
Jerricho Cotchery, CAR, WR
James Starks, GB, RB
Kenbrell Thompkins, OAK, WR
Kenny Britt, STL, WR
Colts DST, IND, DEF
Andrew Hawkins, CLE, WR
Dolphins DST, MIA, DEF
Jonathan Stewart, CAR, RB
Mitch Ewald, DEN, K
Marqise Lee, JAC, WR
Greg Zuerlein, STL, K
Dan Carpenter, BUF, K
C.J. Anderson, DEN, RB
Connor Barth, DEN, K
Ryan Succop, TEN, K
Jets DST, NYJ, DEF
EJ Manuel, BUF, QB
Garrett Graham, HOU, TE
Tyler Eifert, CIN, TE
Roy Helu, OAK, RB
James White, NE, RB
Nick Folk, NYJ, K
Jared Cook, STL, TE
Alex Henery, DET, K
Odell Beckham Jr., NYG, WR
Cody Parkey, PHI, K
Brandon McManus, DEN, K
Jake Locker, TEN, QB
Rod Streater, OAK, WR
Ryan Fitzpatrick, NYJ, QB
Ronnie Hillman, DEN, RB
Mohamed Sanu, CIN, WR
Tre Mason, STL, RB
Lance Dunbar, DAL, RB
Jace Amaro, NYJ, TE
Jonathan Grimes, HOU, RB
Vikings DST, MIN, DEF
Jacquizz Rodgers, ATL, RB
Nate Freese, DET, K
Shaun Suisham, PIT, K
Benjamin Cunningham, STL, RB
Stepfan Taylor, ARI, RB
Caleb Sturgis, MIA, K
Jay Feely, CHI, K
Marcedes Lewis, JAC, TE
