Adrian Peterson, MIN, RB
Minnesota Defense, MIN, DEF
Connor Barth, DEN, PK
Matt Bryant, ATL, PK
Cincinnati Defense, CIN, DEF
Indianapolis Defense, IND, DEF
Blair Walsh, MIN, PK
Matt Prater, DET, PK
Shaun Suisham, PIT, PK
Greg Zuerlein, STL, PK
Nick Novak, SD, PK
Sebastian Janikowski, OAK, PK
